"Province","District","Market","Commodity","Average Price","Date"
"Kigali City","GASABO","Kimironko","Umuceri-Asia","1433","03/13/2024"
"Kigali City","GASABO","Kimironko","Umuceri-Tz","1733","03/13/2024"
"Kigali City","GASABO","Kimironko","Ifu - Ibigori - MINIMEX","1200","03/13/2024"
"Kigali City","GASABO","Kimironko","Ifu - Ibigori - Gashumba","1100","03/13/2024"
"Kigali City","GASABO","Kimironko","Ifu - Ibigori - Mugurusu","900","03/13/2024"
"Kigali City","GASABO","Kimironko","Umuceri - Rw - Luck rice","1250","03/13/2024"
"Kigali City","GASABO","Kimironko","Umuceri - Rw - Gikonko","1150","03/13/2024"
"Kigali City","GASABO","Kimironko","Umuceri - RW - Kigori","1050","03/13/2024"
"Kigali City","GASABO","Kimironko","igi - irinyaRwanda","240","03/13/2024"
"Kigali City","GASABO","Kimironko","Igi- Pondeze","150","03/13/2024"
"Kigali City","GASABO","Kimironko","Imyumbati","900","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibijumba","600","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibirayi- Kinigi Grade 1","700","03/13/2024"
"Kigali City","GASABO","Kimironko","ibirayi - Kirundo","600","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibirayi- Kinigi Grade 2","650","03/13/2024"
"Kigali City","GASABO","Kimironko","ibitunguru-bitukura","1300","03/13/2024"
"Kigali City","GASABO","Kimironko","Inyanya","1233","03/13/2024"
"Kigali City","GASABO","Kimironko","Karoti","800","03/13/2024"
"Kigali City","GASABO","Kimironko","Amacunga","1100","03/13/2024"
"Kigali City","GASABO","Kimironko","Mandarine","2500","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibinyomoro","1700","03/13/2024"
"Kigali City","GASABO","Kimironko","Amatunda","2500","03/13/2024"
"Kigali City","GASABO","Kimironko","Ingano","1100","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibishyimbo Colta","1250","03/13/2024"
"Kigali City","GASABO","Kimironko","Soya","1000","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibishyimbo/Mutiki","1000","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibishyimbo - Injyamane","1350","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibishyimbo Shyushya","800","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibigori","500","03/13/2024"
"Kigali City","GASABO","Kimironko","Inyama-ihene","5000","03/13/2024"
"Kigali City","GASABO","Kimironko","Inyama-ingurube","3500","03/13/2024"
"Kigali City","GASABO","Kimironko","Inyama - Inkoko - rwanda","5500","03/13/2024"
"Kigali City","GASABO","Kimironko","inyama - inkoko - pondezi","3500","03/13/2024"
"Kigali City","GASABO","Kimironko","Ifi- Indagara-umunyu","3500","03/13/2024"
"Kigali City","GASABO","Kimironko","IFI - Tomson","2900","03/13/2024"
"Kigali City","GASABO","Kimironko","IFI - Tilapia","4400","03/13/2024"
"Kigali City","GASABO","Kimironko","inyama-inka-imvange","4400","03/13/2024"
"Kigali City","GASABO","Kimironko","Inyama-inka- Iroti","5500","03/13/2024"
"Kigali City","GASABO","Kimironko","Igitoki","470","03/13/2024"
"Kigali City","GASABO","Kimironko","Umuceri Pakistani","1500","03/13/2024"
"Kigali City","GASABO","Kimironko","Umuceri Thailand","1767","03/13/2024"
"Kigali City","GASABO","Kimironko","Umuceri-Asia","1433","03/13/2024"
"Kigali City","GASABO","Kimironko","Umuceri-Tz","1733","03/13/2024"
"Kigali City","GASABO","Kimironko","Ifu - Ibigori - MINIMEX","1200","03/13/2024"
"Kigali City","GASABO","Kimironko","Ifu - Ibigori - Gashumba","1100","03/13/2024"
"Kigali City","GASABO","Kimironko","Ifu - Ibigori - Mugurusu","900","03/13/2024"
"Kigali City","GASABO","Kimironko","Umuceri - Rw - Luck rice","1250","03/13/2024"
"Kigali City","GASABO","Kimironko","Umuceri - Rw - Gikonko","1150","03/13/2024"
"Kigali City","GASABO","Kimironko","Umuceri - RW - Kigori","1050","03/13/2024"
"Kigali City","GASABO","Kimironko","igi - irinyaRwanda","240","03/13/2024"
"Kigali City","GASABO","Kimironko","Igi- Pondeze","150","03/13/2024"
"Kigali City","GASABO","Kimironko","Imyumbati","900","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibijumba","600","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibirayi- Kinigi Grade 1","700","03/13/2024"
"Kigali City","GASABO","Kimironko","ibirayi - Kirundo","600","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibirayi- Kinigi Grade 2","650","03/13/2024"
"Kigali City","GASABO","Kimironko","ibitunguru-bitukura","1300","03/13/2024"
"Kigali City","GASABO","Kimironko","Inyanya","1233","03/13/2024"
"Kigali City","GASABO","Kimironko","Karoti","800","03/13/2024"
"Kigali City","GASABO","Kimironko","Amacunga","1100","03/13/2024"
"Kigali City","GASABO","Kimironko","Mandarine","2500","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibinyomoro","1700","03/13/2024"
"Kigali City","GASABO","Kimironko","Amatunda","2500","03/13/2024"
"Kigali City","GASABO","Kimironko","Ingano","1100","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibishyimbo Colta","1250","03/13/2024"
"Kigali City","GASABO","Kimironko","Soya","1000","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibishyimbo/Mutiki","1000","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibishyimbo - Injyamane","1350","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibishyimbo Shyushya","800","03/13/2024"
"Kigali City","GASABO","Kimironko","Ibigori","500","03/13/2024"
"Kigali City","GASABO","Kimironko","Inyama-ihene","5000","03/13/2024"
"Kigali City","GASABO","Kimironko","Inyama-ingurube","3500","03/13/2024"
"Kigali City","GASABO","Kimironko","Inyama - Inkoko - rwanda","5500","03/13/2024"
"Kigali City","GASABO","Kimironko","inyama - inkoko - pondezi","3500","03/13/2024"
"Kigali City","GASABO","Kimironko","Ifi- Indagara-umunyu","3500","03/13/2024"
"Kigali City","GASABO","Kimironko","IFI - Tomson","2900","03/13/2024"
"Kigali City","GASABO","Kimironko","IFI - Tilapia","4400","03/13/2024"
"Kigali City","GASABO","Kimironko","inyama-inka-imvange","4400","03/13/2024"
"Kigali City","GASABO","Kimironko","Inyama-inka- Iroti","5500","03/13/2024"
"Western","NGORORERO","Ngororero","Imyumbati","350","03/13/2024"
"Western","NGORORERO","Ngororero","Ibijumba","300","03/13/2024"
"Western","NGORORERO","Ngororero","Igitoki","450","03/13/2024"
"Western","NGORORERO","Ngororero","inshyushyu","400","03/13/2024"
"Western","NGORORERO","Ngororero","Inyama-inka- Iroti","4000","03/13/2024"
"Western","NGORORERO","Ngororero","inyama-inka-imvange","3500","03/13/2024"
"Western","NGORORERO","Ngororero","igi - irinyaRwanda","200","03/13/2024"
"Western","NGORORERO","Ngororero","Igi- Pondeze","200","03/13/2024"
"Western","NGORORERO","Ngororero","Soya","800","03/13/2024"
"Western","NGORORERO","Ngororero","Inyanya","1300","03/13/2024"
"Western","NGORORERO","Ngororero","Ibishyimbo - Injyamane","750","03/13/2024"
"Western","NGORORERO","Ngororero","Ibishyimbo - Mushingiriro","650","03/13/2024"
"Western","NGORORERO","Ngororero","Ibinyomoro","1300","03/13/2024"
"Western","NGORORERO","Ngororero","Amatunda","1500","03/13/2024"
"Western","NGORORERO","Ngororero","ibitunguru-bitukura","1200","03/13/2024"
"Western","NGORORERO","Ngororero","Puwavuro","1000","03/13/2024"
"Western","NGORORERO","Ngororero","Karoti","450","03/13/2024"
"Western","NGORORERO","Ngororero","Ibigori","350","03/13/2024"
"Western","NGORORERO","Ngororero","Dodo","250","03/13/2024"
"Western","NGORORERO","Ngororero","Umuceri-Tz","1700","03/13/2024"
"Western","NGORORERO","Ngororero","Umuceri - Tz No 2","1500","03/13/2024"
"Western","NGORORERO","Ngororero","Umuceri Thailand","1500","03/13/2024"
"Western","NGORORERO","Ngororero","Umuceri Pakistani","1500","03/13/2024"
"Western","NGORORERO","Ngororero","Umuceri - RW - Kigori","1200","03/13/2024"
"Western","NGORORERO","Ngororero","Umuceri - Rw - Luck rice","1500","03/13/2024"
"Western","NGORORERO","Ngororero","Ibirayi - Kuruseke","480","03/13/2024"
"Western","NYAMASHEKE","Bushenge","","142","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Avoka ihiye nto","53","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Amavuta - Amamesa","2117","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Amavuta ubuto","2200","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Umuceri-RW","1300","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Umuceri - Tz No 2","1133","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Ibigori","393","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Intama","44000","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Ihene","48333","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Ingurube","59333","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Amakara","10000","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Inyama-ingurube","3500","03/13/2024"
"Western","NYAMASHEKE","Bushenge","inyama-inka-imvange","4000","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Inyama-inka- Iroti","4500","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Ifu-imyumbati","717","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Ifu-amasaka","900","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Amasaka","650","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Isukari","1700","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Ibirayi- Kinigi Grade 2","600","03/13/2024"
"Western","NYAMASHEKE","Bushenge","ibirayi - Kirundo","550","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Inanasi","300","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Imineke","1000","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Indimu","1500","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Amatunda","1300","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Ibinyomoro","1200","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Ifi - isambaza","7000","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Imyumbati","500","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Igitoki","367","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Amateke","225","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Ibijumba","217","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Urukwavu","2000","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Inkoko - Isake","4000","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Dodo","175","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Amashu","150","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Beterave","1067","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Puwaro","1433","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Puwavuro","1000","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Inyanya","1933","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Tungurusumu","3300","03/13/2024"
"Western","NYAMASHEKE","Bushenge","ibitunguru-bitukura","1667","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Karoti","583","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Ubunyobwa","1367","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Amashaza","2267","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Soya","700","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Ibishyimbo Shyushya","600","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Ibishyimbo/Mutiki","600","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Ibishyimbo Ibinyarwanda","567","03/13/2024"
"Western","NYAMASHEKE","Bushenge","Ibishyimbo - Mushingiriro","583","03/13/2024"
"Western","NYAMASHEKE","Bushenge","igi - irinyaRwanda","180","03/13/2024"
"Western","NYAMASHEKE","Bushenge","inshyushyu","400","03/13/2024"
"Western","NGORORERO","Kabaya","Inyanya","1200","03/13/2024"
"Western","NGORORERO","Kabaya","ibitunguru-bitukura","1300","03/13/2024"
"Western","NGORORERO","Kabaya","Imiteja","1000","03/13/2024"
"Western","NGORORERO","Kabaya","Karoti","400","03/13/2024"
"Western","NGORORERO","Kabaya","Gaz","1700","03/13/2024"
"Western","NGORORERO","Kabaya","Isukari","1800","03/13/2024"
"Western","NGORORERO","Kabaya","Ubuki","5500","03/13/2024"
"Western","NGORORERO","Kabaya","","150","03/13/2024"
"Western","NGORORERO","Kabaya","","200","03/13/2024"
"Western","NGORORERO","Kabaya","Ibinyomoro","1200","03/13/2024"
"Western","NGORORERO","Kabaya","Imyembe","1000","03/13/2024"
"Western","NGORORERO","Kabaya","Inanasi","400","03/13/2024"
"Western","NGORORERO","Kabaya","Pome","500","03/13/2024"
"Western","NGORORERO","Kabaya","Amacunga","700","03/13/2024"
"Western","NGORORERO","Kabaya","Amatunda","1500","03/13/2024"
"Western","NGORORERO","Kabaya","igi - irinyaRwanda","250","03/13/2024"
"Western","NGORORERO","Kabaya","Igi- Pondeze","200","03/13/2024"
"Western","NGORORERO","Kabaya","Ifu-ibigori-yo-mumahanga","2000","03/13/2024"
"Western","NGORORERO","Kabaya","Ifu-amasaka","700","03/13/2024"
"Western","NGORORERO","Kabaya","Ifu-ingano","1200","03/13/2024"
"Western","NGORORERO","Kabaya","Ifu-ibigori","500","03/13/2024"
"Western","NGORORERO","Kabaya","Ifu-imyumbati","1000","03/13/2024"
"Western","NGORORERO","Kabaya","Amashaza","2000","03/13/2024"
"Western","NGORORERO","Kabaya","Amasaka","650","03/13/2024"
"Western","NGORORERO","Kabaya","Ibigori","350","03/13/2024"
"Western","NGORORERO","Kabaya","Ingano","900","03/13/2024"
"Kigali City","GASABO","Mulindi","Gaz","1500","03/13/2024"
"Kigali City","GASABO","Mulindi","Ibirayi - Umweru","550","03/13/2024"
"Kigali City","GASABO","Mulindi","Amateke","500","03/13/2024"
"Kigali City","GASABO","Mulindi","Isukari","1700","03/13/2024"
"Kigali City","GASABO","Mulindi","Amavuta ubuto","2500","03/13/2024"
"Kigali City","GASABO","Mulindi","Amavuta - Amamesa","3500","03/13/2024"
"Kigali City","GASABO","Mulindi","Amasaka","550","03/13/2024"
"Kigali City","GASABO","Mulindi","Amashaza","2600","03/13/2024"
"Kigali City","GASABO","Mulindi","Amashu","350","03/13/2024"
"Kigali City","GASABO","Mulindi","Pome","650","03/13/2024"
"Kigali City","GASABO","Mulindi","Ubunyobwa","2500","03/13/2024"
"Kigali City","GASABO","Mulindi","Amacunga","1000","03/13/2024"
"Kigali City","GASABO","Mulindi","Indimu","2000","03/13/2024"
"Kigali City","GASABO","Mulindi","Puwaro","650","03/13/2024"
"Kigali City","GASABO","Mulindi","Puwavuro","1000","03/13/2024"
"Kigali City","GASABO","Mulindi","Ifi- Indagara-umunyu","3200","03/13/2024"
"Kigali City","GASABO","Mulindi","Isombe","1000","03/13/2024"
"Kigali City","GASABO","Mulindi","Ibiringanya","500","03/13/2024"
"Kigali City","GASABO","Mulindi","Amakara","9500","03/13/2024"
"Kigali City","GASABO","Mulindi","Tungurusumu","4200","03/13/2024"
"Kigali City","GASABO","Mulindi","","350","03/13/2024"
"Kigali City","GASABO","Mulindi","Avoka ihiye nto","150","03/13/2024"
"Kigali City","GASABO","Mulindi","Ibitunguru-umweru","1500","03/13/2024"
"Kigali City","GASABO","Mulindi","Perisili","350","03/13/2024"
"Kigali City","GASABO","Mulindi","Sereli","400","03/13/2024"
"Kigali City","GASABO","Mulindi","Dodo","400","03/13/2024"
"Kigali City","GASABO","Mulindi","Urunyogwe","3500","03/13/2024"
"Kigali City","GASABO","Mulindi","Ibitonore","2300","03/13/2024"
"Kigali City","GASABO","Mulindi","Epinari","600","03/13/2024"
"Kigali City","GASABO","Mulindi","Ibihaza","500","03/13/2024"
"Kigali City","GASABO","Mulindi","Imiteja","900","03/13/2024"
"Kigali City","GASABO","Mulindi","Konkombure","750","03/13/2024"
"Kigali City","GASABO","Mulindi","Beterave","800","03/13/2024"
"Kigali City","GASABO","Mulindi","Umuceri-Tz","1700","03/13/2024"
"Kigali City","GASABO","Mulindi","Umuceri Thailand","1600","03/13/2024"
"Kigali City","GASABO","Mulindi","Umuceri Pakistani","1500","03/13/2024"
"Kigali City","GASABO","Mulindi","Umuceri - Rw - Luck rice","1200","03/13/2024"
"Kigali City","GASABO","Mulindi","Umuceri - RW - Kigori","1200","03/13/2024"
"Kigali City","GASABO","Mulindi","Soya","900","03/13/2024"
"Kigali City","GASABO","Mulindi","Karoti","700","03/13/2024"
"Kigali City","GASABO","Mulindi","Inyanya","1300","03/13/2024"
"Kigali City","GASABO","Mulindi","inyama-inka-imvange","4300","03/13/2024"
"Kigali City","GASABO","Mulindi","Inyama-inka- Iroti","5500","03/13/2024"
"Kigali City","GASABO","Mulindi","Ihene","6000","03/13/2024"
"Kigali City","GASABO","Mulindi","Inyama - Inkoko - rwanda","6000","03/13/2024"
"Kigali City","GASABO","Mulindi","inyama - inkoko - pondezi","5000","03/13/2024"
"Kigali City","GASABO","Mulindi","inshyushyu","500","03/13/2024"
"Kigali City","GASABO","Mulindi","Ingano","1000","03/13/2024"
"Kigali City","GASABO","Mulindi","Imyumbati","500","03/13/2024"
"Kigali City","GASABO","Mulindi","Igitoki","450","03/13/2024"
"Kigali City","GASABO","Mulindi","Igi- Pondeze","150","03/13/2024"
"Kigali City","GASABO","Mulindi","igi - irinyaRwanda","250","03/13/2024"
"Kigali City","GASABO","Mulindi","Ifu - Ibigori - Mugurusu","1000","03/13/2024"
"Kigali City","GASABO","Mulindi","Ifu - Ibigori - MINIMEX","1100","03/13/2024"
"Kigali City","GASABO","Mulindi","IFI - Tilapia","4500","03/13/2024"
"Kigali City","GASABO","Mulindi","ibitunguru-bitukura","1400","03/13/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo/Mutiki","800","03/13/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo Shyushya","750","03/13/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo Kiryumukwe","800","03/13/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo Ibinyarwanda","600","03/13/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo Colta","1200","03/13/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo - Mushingiriro","700","03/13/2024"
"Kigali City","GASABO","Mulindi","Ibirayi- Kinigi Grade 2","650","03/13/2024"
"Kigali City","GASABO","Mulindi","ibirayi - Kirundo","570","03/13/2024"
"Kigali City","GASABO","Mulindi","Ibinyomoro","1600","03/13/2024"
"Kigali City","GASABO","Mulindi","Ibijumba","400","03/13/2024"
"Kigali City","GASABO","Mulindi","Ibigori","320","03/13/2024"
"Kigali City","GASABO","Mulindi","Amatunda","2200","03/13/2024"
"Kigali City","GASABO","Batsinda","Urunyogwe","2433","03/13/2024"
"Kigali City","GASABO","Batsinda","Ibitonore","1483","03/13/2024"
"Kigali City","GASABO","Batsinda","Ibihaza","1467","03/13/2024"
"Kigali City","GASABO","Batsinda","IFI - Tomson","2667","03/13/2024"
"Kigali City","GASABO","Batsinda","IFI - Tilapia","3433","03/13/2024"
"Kigali City","GASABO","Batsinda","Ifi - isambaza","8833","03/13/2024"
"Kigali City","GASABO","Batsinda","Ifi- Indagara-umunyu","2433","03/13/2024"
"Kigali City","GASABO","Batsinda","igi - irinyaRwanda","237","03/13/2024"
"Kigali City","GASABO","Batsinda","Igi- Pondeze","147","03/13/2024"
"Kigali City","GASABO","Batsinda","Igitoki","493","03/13/2024"
"Kigali City","GASABO","Batsinda","Imyumbati","517","03/13/2024"
"Kigali City","GASABO","Batsinda","Ibijumba","383","03/13/2024"
"Kigali City","GASABO","Batsinda","Amacunga","983","03/13/2024"
"Kigali City","GASABO","Batsinda","Ibinyomoro","1283","03/13/2024"
"Kigali City","GASABO","Batsinda","Amatunda","1983","03/13/2024"
"Kigali City","GASABO","Batsinda","ibitunguru-bitukura","1383","03/13/2024"
"Kigali City","GASABO","Batsinda","Ibitunguru-umweru","1983","03/13/2024"
"Kigali City","GASABO","Batsinda","Inyanya","1183","03/13/2024"
"Kigali City","GASABO","Batsinda","Imiteja","483","03/13/2024"
"Kigali City","GASABO","Batsinda","Karoti","783","03/13/2024"
"Kigali City","GASABO","Batsinda","Ingano","983","03/13/2024"
"Kigali City","GASABO","Batsinda","Ibigori","443","03/13/2024"
"Kigali City","GASABO","Batsinda","Amasaka","717","03/13/2024"
"Kigali City","GASABO","Batsinda","Soya","783","03/13/2024"
"Kigali City","GASABO","Batsinda","Inyama-ingurube","3433","03/13/2024"
"Kigali City","GASABO","Batsinda","Inyama - inkoko","3967","03/13/2024"
"Kigali City","GASABO","Batsinda","inyama-inka-imvange","4433","03/13/2024"
"Kigali City","GASABO","Batsinda","Inyama-inka- Iroti","5933","03/13/2024"
"Kigali City","GASABO","Batsinda","Amavuta - Amamesa","2933","03/13/2024"
"Kigali City","GASABO","Batsinda","Amavuta ubuto","2967","03/13/2024"
"Kigali City","GASABO","Batsinda","Isukari","1683","03/13/2024"
"Kigali City","GASABO","Batsinda","inshyushyu","543","03/13/2024"
"Kigali City","GASABO","Batsinda","Ibirayi - Umweru","443","03/13/2024"
"Kigali City","GASABO","Batsinda","Ibirayi- Kinigi Grade 2","543","03/13/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - Mugurusu","983","03/13/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - MINIMEX","1183","03/13/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - Gashumba","1283","03/13/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Umuhinde","1383","03/13/2024"
"Kigali City","GASABO","Batsinda","Umuceri Pakistani","1383","03/13/2024"
"Kigali City","GASABO","Batsinda","Umuceri Thailand","1583","03/13/2024"
"Kigali City","GASABO","Batsinda","Umuceri-Tz","1683","03/13/2024"
"Kigali City","GASABO","Batsinda","Umuceri - RW - Kigori","1183","03/13/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Tz No 2","1283","03/13/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Rw - Nyiraburyohe","1383","03/13/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo/Mutiki","983","03/13/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Ibinyarwanda","533","03/13/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo - Mushingiriro","583","03/13/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Shyushya","633","03/13/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Colta","1083","03/13/2024"
"Southern","MUHANGA","Muhanga","Inyanya","983","03/13/2024"
"Southern","MUHANGA","Muhanga","Ibinyomoro","1483","03/13/2024"
"Southern","MUHANGA","Muhanga","Imiteja","700","03/13/2024"
"Southern","MUHANGA","Muhanga","Ibishyimbo Ibinyarwanda","577","03/13/2024"
"Southern","MUHANGA","Muhanga","Ibishyimbo Shyushya","623","03/13/2024"
"Southern","MUHANGA","Muhanga","Ibitunguru-umweru","1550","03/13/2024"
"Southern","MUHANGA","Muhanga","ibitunguru-bitukura","5100","03/13/2024"
"Kigali City","KICUKIRO","Gahoromani","Umuceri-RW","1300","03/13/2024"
"Kigali City","KICUKIRO","Gahoromani","inshyushyu","500","03/13/2024"
"Kigali City","KICUKIRO","Gahoromani","Ubuki","5000","03/13/2024"
"Kigali City","KICUKIRO","Gahoromani","Ifu-ibigori-yo-mumahanga","900","03/13/2024"
"Kigali City","KICUKIRO","Gahoromani","Ifu - Ibigori - MINIMEX","1100","03/13/2024"
"Kigali City","KICUKIRO","Gahoromani","Ifu-imyumbati","900","03/13/2024"
"Kigali City","KICUKIRO","Gahoromani","Ifi - isambaza","10000","03/13/2024"
"Kigali City","KICUKIRO","Gahoromani","Ifi- Indagara-umunyu","2500","03/13/2024"
"Kigali City","KICUKIRO","Gahoromani","IFI - Tilapia","4500","03/13/2024"
"Kigali City","KICUKIRO","Gahoromani","Inyama-ihene","6000","03/13/2024"
"Kigali City","KICUKIRO","Gahoromani","Inyama-inka- Iroti","5500","03/13/2024"
