"Province","District","Market","Commodity","Average Price","Date"
"Eastern","NYAGATARE","Nyagatare","ibirayi - Kirundo","700","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ibirayi- Kinigi Grade 2","800","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Inkoko - Isake","4000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Avoka","1000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Amavuta - Amamesa","3000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Amateke","18000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Amapera","800","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Amacunga","1000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Amatunda","2300","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Amashu","600","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Amashaza","3000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Amasaka","800","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Leti","2000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Epinari","800","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ibishyimbo Colta","1000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ibishyimbo Ibinyarwanda","700","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ibigori","400","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ibijumba","325","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ibinyomoro","1500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ibiringanya","400","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ibihaza","170","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ipapayi","700","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Isombe","800","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Isukari","1700","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ibitunguru-umweru","2000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","ibitunguru-bitukura","1500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ibiryo amatungo Maize Bran","200","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Beterave","800","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Dodo","500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ibishyimbo Shyushya","800","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Shufureri","500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Sereli","600","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ifu - Ibigori - Mugurusu","1200","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ifu-amasaka","1000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ifu-ingano","1400","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ifu-ibigori","500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ifu-imyumbati","1000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","IFI - Tilapia Nto","4000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Tungurusumu","3000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","IFI - Tomson","3500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","IFI - Tilapia Nini","5000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Soya","800","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Gaz","1750","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Mandarine","2000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ibishyimbo Kiryumukwe","800","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Konkombure","800","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Karoti","600","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ubunyobwa","2500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Umuceri -Luck Basmati","1500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Umuceri-Tz1","2000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Urusenda","3000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ubuki","6000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Urukwavu","2000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Umuceri - RW - Kigori","1200","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Umuceri - Tz No 2","1700","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Amavuta ubuto","2500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Umuceri Thailand","1500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ibirayi - Uganda","600","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Umuceri - Umuhinde","1500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Inyama - Inkoko - rwanda","5500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","inyama-inka-imvange","4500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Inyama-inka- Iroti","5500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ifi- Indagara-umunyu","3000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Inyama-zinka","4500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Inyama-ihene","6000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Inanasi","600","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Indimu","2000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Inyanya","500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","inshyushyu","350","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Ingano","1300","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Imineke","800","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Imyumbati","600","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Imyembe","2500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Imihuhu","1500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Imiteja","600","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Igitoki","325","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","igi - irinyaRwanda","250","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Igi- Pondeze","180","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Umuceri Pakistani","1500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","inyama - inkoko - pondezi","5000","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Puwavuro","1500","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Puwaro","800","05/23/2024"
"Eastern","NYAGATARE","Nyagatare","Pome","3000","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Pome","600","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Amashaza","2500","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Amateke","700","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Amashu","400","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Amatunda","2200","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Avoka","1100","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri -Luck Basmati","1700","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri-Tz1","1800","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Urunyogwe","2500","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri - RW - Kigori","1100","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri - Rw - Gikonko","1200","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri - Rw - Luck rice","1300","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri Pakistani","1500","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri Thailand","1700","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri - Umuhinde","1500","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Soya","1000","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Karoti","900","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","IFI - Tilapia Nini","5000","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","IFI - Tilapia Nto","4500","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibigori","500","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibijumba","500","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ifu-imyumbati","1000","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Igitoki","400","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Imyumbati","600","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ingano","1100","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","inshyushyu","500","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inyanya","1100","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","ibitunguru-bitukura","1500","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ifu-ingano","1400","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inanasi","600","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibinyomoro","1800","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ipapayi","1500","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibitonore","1000","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Imiteja","1200","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inyama-ingurube","3500","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inyama-ihene","6000","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Isombe","800","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ifu-amasaka","1200","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo/Mutiki","1000","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo Shyushya","800","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo Ibinyarwanda","750","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo Colta","1200","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo - Mugeri","850","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ifi- Indagara-umunyu","3500","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inyama-inka- Iroti","6000","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","inyama-inka-imvange","4500","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inyama - Inkoko - rwanda","6000","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","inyama - inkoko - pondezi","4000","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ifu - Ibigori - Mugurusu","1000","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ifu - Ibigori - Gashumba","1000","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","igi - irinyaRwanda","250","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Igi- Pondeze","150","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo - Injyamane","1300","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Isukari","1600","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","IFI - Tomson","3000","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibirayi- Kinigi Grade 2","700","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibirayi- Kinigi Grade 1","750","05/23/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibirayi - Umweru","600","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Inkoko - Isake","2700","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Ihene","31000","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Igi- Pondeze","150","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Inyama-inka- Iroti","4500","05/23/2024"
"Eastern","KIREHE","Nyakarambi","inyama-inka-imvange","4000","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Ifu-imyumbati","800","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Ifu-amasaka","900","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Amavuta - Amamesa","3500","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Isukari","1700","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Umuceri - Umuhinde","1400","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Umuceri - RW - Kigori","1200","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Umuceri-Tz1","1500","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Umuceri - Tz No 2","1200","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Ipapayi","700","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Inanasi","1000","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Imineke","1200","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Amacunga","1000","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Ibinyomoro","1500","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Amatunda","2000","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Mandarine","1000","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Indimu","1000","05/23/2024"
"Eastern","KIREHE","Nyakarambi","ibirayi - Kirundo","750","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Tungurusumu","2000","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Konkombure","1500","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Ibitunguru-umweru","2000","05/23/2024"
"Eastern","KIREHE","Nyakarambi","ibitunguru-bitukura","1800","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Puwaro","3000","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Shufureri","700","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Urunyogwe","2000","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Amashu","280","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Dodo","300","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Ibiringanya","500","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Puwavuro","900","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Beterave","500","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Karoti","500","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Sereli","1200","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Ibirayi- Kinigi Grade 2","800","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Ibirayi","500","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Ubunyobwa","2700","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Urusenda","600","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Amasaka","600","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Ingano","1500","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Soya","1000","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Ibishyimbo Ibinyarwanda","400","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Ibishyimbo - Mushingiriro","410","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Ibishyimbo Shyushya","470","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Imyumbati","500","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Amateke","500","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Ibijumba","200","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Ibitoki-inkashi","180","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Igitoki","230","05/23/2024"
"Eastern","KIREHE","Nyakarambi","Imiteja","1000","05/23/2024"
"Kigali City","GASABO","Mulindi","Amakara","11000","05/23/2024"
"Kigali City","GASABO","Mulindi","Puwavuro","1000","05/23/2024"
"Kigali City","GASABO","Mulindi","Pome","500","05/23/2024"
"Kigali City","GASABO","Mulindi","Imineke","1000","05/23/2024"
"Kigali City","GASABO","Mulindi","Ifi- Indagara-umunyu","3000","05/23/2024"
"Kigali City","GASABO","Mulindi","Isukari","1500","05/23/2024"
"Kigali City","GASABO","Mulindi","Amateke","400","05/23/2024"
"Kigali City","GASABO","Mulindi","Amavuta ubuto","2200","05/23/2024"
"Kigali City","GASABO","Mulindi","igi - irinyaRwanda","250","05/23/2024"
"Kigali City","GASABO","Mulindi","Igi- Pondeze","200","05/23/2024"
"Kigali City","GASABO","Mulindi","Avoka","800","05/23/2024"
"Kigali City","GASABO","Mulindi","IFI - Tilapia Nini","4500","05/23/2024"
"Kigali City","GASABO","Mulindi","ibirayi - Kirundo","650","05/23/2024"
"Kigali City","GASABO","Mulindi","Ifu - Ibigori - MINIMEX","1000","05/23/2024"
"Kigali City","GASABO","Mulindi","Ifu - Ibigori - Mugurusu","900","05/23/2024"
"Kigali City","GASABO","Mulindi","Inyama-inka- Iroti","6000","05/23/2024"
"Kigali City","GASABO","Mulindi","inyama-inka-imvange","4500","05/23/2024"
"Kigali City","GASABO","Mulindi","Inyama - Inkoko - rwanda","6000","05/23/2024"
"Kigali City","GASABO","Mulindi","inyama - inkoko - pondezi","4500","05/23/2024"
"Kigali City","GASABO","Mulindi","Umuceri - Tz No 2","1600","05/23/2024"
"Kigali City","GASABO","Mulindi","Umuceri - RW - Kigori","1300","05/23/2024"
"Kigali City","GASABO","Mulindi","Umuceri Thailand","1600","05/23/2024"
"Kigali City","GASABO","Mulindi","Umuceri Pakistani","1500","05/23/2024"
"Kigali City","GASABO","Mulindi","Umuceri - Umuhinde","1300","05/23/2024"
"Kigali City","GASABO","Mulindi","Karoti","800","05/23/2024"
"Kigali City","GASABO","Mulindi","Inyanya","1000","05/23/2024"
"Kigali City","GASABO","Mulindi","Imyumbati","600","05/23/2024"
"Kigali City","GASABO","Mulindi","Igitoki","350","05/23/2024"
"Kigali City","GASABO","Mulindi","ibitunguru-bitukura","1500","05/23/2024"
"Kigali City","GASABO","Mulindi","Ingano","1100","05/23/2024"
"Kigali City","GASABO","Mulindi","Amasaka","600","05/23/2024"
"Kigali City","GASABO","Mulindi","Soya","850","05/23/2024"
"Kigali City","GASABO","Mulindi","Ibigori","300","05/23/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo/Mutiki","900","05/23/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo Kiryumukwe","800","05/23/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo Shyushya","700","05/23/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo Ibinyarwanda","600","05/23/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo Colta","1100","05/23/2024"
"Kigali City","GASABO","Mulindi","Imyembe","2000","05/23/2024"
"Kigali City","GASABO","Mulindi","Ibinyomoro","1500","05/23/2024"
"Kigali City","GASABO","Mulindi","Amatunda","2200","05/23/2024"
"Southern","NYANZA","Busasamana","Ifu-ibigori","500","05/23/2024"
"Southern","NYANZA","Busasamana","ibirayi - Kirundo","600","05/23/2024"
"Southern","NYANZA","Busasamana","Ifu-imyumbati","700","05/23/2024"
"Southern","NYANZA","Busasamana","Ifi- Indagara-umunyu","4000","05/23/2024"
"Southern","NYANZA","Busasamana","Tungurusumu","4000","05/23/2024"
